ID,Name,Attribute,Race,Max Lvl,Exp Curve,Max Exp,Rarity,Cost,Series,Lvl 1 HP,Lvl 1 ATK,Lvl 1 REC,Lvl Max HP,Lvl Max ATK,Lvl Max REC,Active Skill 1,Active Skill 1 Description,Active Skill 2,Active Skill 2 Description,Leader Skill,Leader Skill Description
127,"Idun, Granter of Eternal Life",Light,God,99,3000K,3000000,5,10,The Norns,943,599,336,1684,1084,588,Sacred Saint,Massive HP Recovery for 5 Rounds.,,,Healing Heart,Recover HP as much as 3x Monster's Recovery each Round (dissolving Runestones is necessary)
128,Servant of Valhalla,Dark,God,15,500K,10205,3,2,The Norns,175,153,50,306,253,100,Poison,"Poison all enemies with a 100% Attack every Round, regardless of Defense and Attribute until defeated.",,,Soul Reaping,"Launch an extra attack of as much as the Monster's Attack each Round to the enemies whose HP is below 40%, regardless of Attribute and Defense"
129,"Valkyrie, Daughter of Royalty",Dark,God,70,1000K,495731,4,6,The Norns,363,317,104,984,787,336,Poison,"Poison all enemies with a 100% Attack every Round, regardless of Defense and Attribute until defeated.",,,Massive Soul Reaping,"Launch an extra attack of as much as 3x the Monster's Attack each Round to the enemy whose HP is below 40%, regardless of Attribute and Defense"
130,"Valkyrie, Taker of Souls",Dark,God,99,3000K,3000000,5,10,The Norns,886,708,302,1583,1280,530,Poison,"Poison all enemies with a 100% Attack every Round, regardless of Defense and Attribute until defeated.",,,Ultimate Soul Reaping,"Launch an extra attack of as much as 6x of the Monster's Attack each Round to the enemy whose HP is below 40%, regardless of Attribute and Defense"
131,Aqua Knight-errant,Water,Human,15,500K,10205,3,2,Paladins,249,136,41,419,230,78,The Shield of Great Sea,Damage received -50% for 5 Rounds.,,,Will to Carry on,"When HP > 70%, the next Damage received will not lead to your defeat (one activation each Round)"
132,Aqua Swordslady,Water,Human,70,1500K,743597,4,7,Paladins,507,278,84,1345,740,265,The Shield of Great Sea,Damage received -50% for 5 Rounds.,,,Will to Carry on,"When HP > 70%, the next Damage received will not lead to your defeat (one activation each Round)"
133,Paladin Queen of Water,Water,Human,99,4000K,4000000,5,10,Paladins,1220,671,240,2164,1190,418,The Shield of Great Sea,Damage received -50% for 5 Rounds.,,,Will to Survive,"When HP > 50%, the next Damage received will not lead to your defeat (one activation each Round)"
134,Pyro Knight-errant,Fire,Human,15,500K,10205,3,2,Paladins,261,146,37,441,246,70,Wipeout,"Deal 5x Fire Damage to all enemies, regardless of Defense.",,,The Foxy General,Team Attack and Recovery x 1.5
135,Pyro Warrior,Fire,Human,70,1500K,743597,4,7,Paladins,533,298,75,1415,791,235,Wipeout,"Deal 5x Fire Damage to all enemies, regardless of Defense.",,,The Foxy General,Team Attack and Recovery x 1.5
136,Paladin King of Fire,Fire,Human,99,4000K,4000000,5,10,Paladins,1284,717,213,2277,1273,372,Wipeout,"Deal 5x Fire Damage to all enemies, regardless of Defense.",,,The Foxy General,Team Attack and Recovery x 1.5
137,Terra Knight-errant,Earth,Human,15,500K,10205,3,2,Paladins,288,126,39,485,212,74,Archer's Strike,"Deal 15x Earth Damage to an enemy, regardless of Defense.",,,Target Lock-on,Single Attack x 2 (apply to all Team Members)
138,Terra Archer,Earth,Human,70,1500K,743597,4,7,Paladins,587,257,79,1556,681,248,Archer's Strike,"Deal 15x Earth Damage to an enemy, regardless of Defense.",,,Target Lock-on,Single Attack x 2 (apply to all Team Members)
139,Paladin King of Earth,Earth,Human,99,4000K,4000000,5,10,Paladins,1411,617,224,2502,1096,390,Archer's Strike,"Deal 15x Earth Damage to an enemy, regardless of Defense.",,,Sharp Shooting,Single Attack x 2.5 (apply to all Team Members)
140,Light Knight-errant,Light,Human,15,500K,10205,3,2,Paladins,259,127,42,437,214,80,Full Recovery,Fully recover HP,,,Bloodline of Human,Human HP x 2
141,Twilight Paladin,Light,Human,70,1500K,743597,4,7,Paladins,528,260,87,1402,689,273,Full Recovery,Fully recover HP,,,Bloodline of Human,Human HP x 2
142,Paladin King of Light,Light,Human,99,4000K,4000000,5,10,Paladins,1272,624,247,2254,1107,429,Full Recovery,Fully recover HP,,,Will of Human,Human HP x 2.5
143,Dark Knight-errant,Dark,Human,15,500K,10205,3,2,Paladins,243,150,38,410,253,72,Lethal Strike,1 shot killing for any enemy with HP below 20%,,,Deadly Double-edge,"When HP is below 20%, Team Attack x 2.5"
144,Dark Assassin,Dark,Human,70,1500K,743597,4,7,Paladins,496,306,78,1317,813,245,Lethal Strike,1 shot killing for any enemy with HP below 20%,,,Deadly Double-edge,"When HP is below 20%, Team Attack x 2.5"
145,Paladin King of Darkness,Dark,Human,99,4000K,4000000,5,10,Paladins,1194,737,222,2119,1308,387,Lethal Strike,1 shot killing for any enemy with HP below 20%,,,Trojan Horse,"When HP is below 20%, Team Attack x 3"
146,Blizzard Golem,Water,Beast,15,500K,10205,3,3,Golems,235,102,10,378,156,19,Runestone Shift - Water,Turn all Fire Runestones into Water Runestones.,,,Water Counterattack,Launch a Water Counterattack as much as 2x of Damage received on all attacking enemies
147,Blizzard Golem - Liberated,Water,Beast,70,2000K,991462,4,5,Golems,480,210,21,1233,493,67,Runestone Shift - Water,Turn all Fire Runestones into Water Runestones.,,,Water Counterattack,Launch a Water Counterattack as much as 2x of Damage received on all attacking enemies
148,Blizzard Alligator,Water,Beast,99,4000K,4000000,5,10,Golems,1150,460,62,1971,799,104,Runestone Shift - Water,Turn all Fire Runestones into Water Runestones.,,,Water Counterattack,Launch a Water Counterattack as much as 2x of Damage received on all attacking enemies
149,Blazing Golem,Fire,Dragon,15,500K,10205,3,3,Golems,290,110,4,500,163,4,Runestone Shift - Fire,Turn all Earth Runestones into Fire Runestones.,,,Scorching Field,"Launch an extra Attack of as much as Monster's Attack each Round, regardless of enemy's Attribute (dissolving Runestones is necessary)"
150,Blazing Golem - Liberated,Fire,Dragon,70,2000K,991462,4,5,Golems,592,228,8,1624,488,10,Runestone Shift - Fire,Turn all Earth Runestones into Fire Runestones.,,,Scorching Field,"Launch an extra Attack of as much as Monster's Attack each Round, regardless of enemy's Attribute (dissolving Runestones is necessary)"
151,Blazing Salamander,Fire,Dragon,99,4000K,4000000,5,10,Golems,1080,527,18,2471,970,21,Runestone Shift - Fire,Turn all Earth Runestones into Fire Runestones.,,,Fiery Field,"Launch an extra Attack of as much as 3x Monster's Attack each Round, regardless of enemy's Attribute (dissolving Runestones is necessary)"
152,Emerald Golem,Earth,Human,15,500K,10205,3,3,Golems,212,93,28,358,157,54,Runestone Shift - Earth,Turn all Water Runestones into Earth Runestones.,,,The Healing Duo,Transform 30% of Damage received into HP recovery
153,Emerald Golem - Liberated,Earth,Human,70,2000K,991462,4,5,Golems,433,189,58,1149,503,183,Runestone Shift - Earth,Turn all Water Runestones into Earth Runestones.,,,The Healing Duo,Transform 30% of Damage received into HP recovery
154,Emerald Monk,Earth,Human,99,4000K,4000000,5,10,Golems,1042,456,166,1849,810,288,Runestone Shift - Earth,Turn all Water Runestones into Earth Runestones.,,,The Healing Duo,Transform 30% of Damage received into HP recovery
155,Sacred Golem,Light,Beast,15,500K,10205,3,3,Golems,244,95,10,394,146,20,Runestone Shift - Light,Turn all Dark Runestones into Light Runestones.,,,Light Counterattack,Launch a Light Counterattack as much as Damage received to all enemies
156,Sacred Golem - Liberated,Light,Beast,70,2000K,991462,4,5,Golems,500,195,21,1284,459,69,Runestone Shift - Light,Turn all Dark Runestones into Light Runestones.,,,Light Counterattack,Launch a Light Counterattack as much as Damage received to all enemies
157,Sacred Cougar,Light,Beast,99,4000K,4000000,5,10,Golems,1197,428,64,2053,744,107,Runestone Shift - Light,Turn all Dark Runestones into Light Runestones.,,,Light Counterattack,Launch a Light Counterattack as much as Damage received to all enemies
158,Moonlight Golem,Dark,Dragon,15,500K,10205,3,3,Golems,270,113,4,466,168,4,Runestone Shift - Dark,Turn all Light Runestones into Dark Runestones.,,,Dark Counterattack,Launch a Dark Counterattack as much as Damage received to all enemies
159,Moonlight Golem - Liberated,Dark,Dragon,70,2000K,991462,4,5,Golems,551,234,9,1511,502,11,Runestone Shift - Dark,Turn all Light Runestones into Dark Runestones.,,,Dark Counterattack,Launch a Dark Counterattack as much as Damage received to all enemies
160,Moonlight Dragon,Dark,Dragon,99,4000K,4000000,5,10,Golems,1370,455,10,2420,831,20,Runestone Shift - Dark,Turn all Light Runestones into Dark Runestones.,,,Dark Counterattack,Launch a Dark Counterattack as much as Damage received to all enemies
161,Metallic Rhincodon,Water,Beast,15,1000K,20409,2,2,Metallic Beasts,237,103,10,392,162,20,Wave Strike,Deal 10x Water Damage to all enemies,,,Damnation of Water,Increase Water Attack on Fire Enemies (including Active Skills)
162,Advanced Metallic Rhincodon,Water,Beast,70,1500K,743597,3,5,Metallic Beasts,408,178,19,1224,484,68,Wave Strike,Deal 10x Water Damage to all enemies,,,Damnation of Water,Increase Water Attack on Fire Enemies (including Active Skills)
163,Mutant Metallic Rhincodon,Water,Beast,99,3000K,3000000,4,8,Metallic Beasts,892,392,40,2262,907,123,Wave Blast,Deal 15x Water Damage to all enemies,,,Damnation of Water,Increase Water Attack on Fire Enemies (including Active Skills)
164,Metallic Lion,Fire,Beast,15,1000K,20409,2,2,Metallic Beasts,249,110,9,412,173,18,Flame Strike,Deal 10x Fire Damage to all enemies,,,Damnation of Fire,Increase Fire Attack on Earth Enemies (including Active Skills)
165,Advanced Metallic Lion,Fire,Beast,70,1500K,743597,3,5,Metallic Beasts,430,191,16,1288,519,60,Flame Strike,Deal 10x Fire Damage to all enemies,,,Damnation of Fire,Increase Fire Attack on Earth Enemies (including Active Skills)
166,Berserk Metallic Lion,Fire,Beast,99,3000K,3000000,4,8,Metallic Beasts,938,419,35,2380,970,109,Flame Blast,Deal 15x Fire Damage to all enemies,,,Damnation of Fire,Increase Fire Attack on Earth Enemies (including Active Skills)
167,Metallic Rhinoceros,Earth,Beast,15,1000K,20409,2,2,Metallic Beasts,274,95,9,453,149,18,Land Strike,Deal 10x Earth Damage to all enemies,,,Damnation of Earth,Increase Earth Attack on Water Enemies (including Active Skills)
168,Advanced Metallic Rhinoceros,Earth,Beast,70,1500K,743597,3,5,Metallic Beasts,472,164,16,1415,446,63,Land Strike,Deal 10x Earth Damage to all enemies,,,Damnation of Earth,Increase Earth Attack on Water Enemies (including Active Skills)
169,Savage Metallic Rhinoceros,Earth,Beast,99,3000K,3000000,4,8,Metallic Beasts,1031,361,36,2616,835,114,Land Blast,Deal 15x Earth Damage to all enemies,,,Damnation of Earth,Increase Earth Attack on Water Enemies (including Active Skills)
170,Metallic Wolf,Light,Beast,15,1000K,20409,2,2,Metallic Beasts,246,96,10,408,151,20,Flash Strike,Deal 10x Light Damage to all enemies,,,Damnation of Light,Increase Light Attack on Dark Enemies (including Active Skills)
171,Advanced Metallic Wolf,Light,Beast,70,1500K,743597,3,5,Metallic Beasts,426,165,19,1275,451,70,Flash Strike,Deal 10x Light Damage to all enemies,,,Damnation of Light,Increase Light Attack on Dark Enemies (including Active Skills)
172,Armored Metallic Wolf,Light,Beast,99,3000K,3000000,4,8,Metallic Beasts,928,365,41,2356,845,126,Flash Blast,Deal 15x Light Damage to all enemies,,,Damnation of Light,Increase Light Attack on Dark Enemies (including Active Skills)
173,Metallic Leopard,Dark,Beast,15,1000K,20409,2,2,Metallic Beasts,231,113,9,384,178,18,Shadow Strike,Deal 10x Dark Damage to all enemies,,,Damnation of Darkness,Increase Dark Attack on Light Enemies (including Active Skills)
174,Advanced Metallic Leopard,Dark,Beast,70,1500K,743597,3,5,Metallic Beasts,400,196,16,1199,532,62,Shadow Strike,Deal 10x Dark Damage to all enemies,,,Damnation of Darkness,Increase Dark Attack on Light Enemies (including Active Skills)
175,Predatory Metallic Leopard,Dark,Beast,99,3000K,3000000,4,8,Metallic Beasts,873,431,36,2215,997,113,Shadow Explosion,Deal 15x Dark Damage to all enemies,,,Damnation of Darkness,Increase Dark Attack on Light Enemies (including Active Skills)
176,Dweller of the Sea,Water,Beast,15,1000K,20409,3,2,Western Beasts,276,120,12,445,184,23,Defensive Stance - Water,Turn all Fire Runestones into Heart Runestones.,,,Power of the Ocean,Water Attack x 1.5
177,Cthulhu,Water,Beast,70,2000K,991462,4,5,Western Beasts,564,247,25,1450,581,79,Defensive Stance - Water,Turn all Fire Runestones into Heart Runestones.,,,Power of the Ocean,Water Attack x 1.5
178,The Great Cthulhu,Water,Beast,99,3000K,3000000,5,8,Western Beasts,1352,542,73,2319,940,123,Defensive Stance - Water,Turn all Fire Runestones into Heart Runestones.,,,Anger of the Ocean,Water Attack x 2
179,Three-headed Dog,Fire,Beast,15,1000K,20409,3,2,Western Beasts,290,129,10,468,197,20,Offensive Stance - Fire,Turn all Heart Runestones into Fire Runestones.,,,Power of the Flame,Fire Attack x 1.5
180,Cerberus,Fire,Beast,70,2000K,991462,4,5,Western Beasts,594,264,22,1526,620,70,Offensive Stance - Fire,Turn all Heart Runestones into Fire Runestones.,,,Power of the Flame,Fire Attack x 1.5
181,Cerberus the Underworld Guard,Fire,Beast,99,3000K,3000000,5,8,Western Beasts,1422,578,65,2440,1005,109,Offensive Stance - Fire,Turn all Heart Runestones into Fire Runestones.,,,Anger of the Flame,Fire Attack x 2
182,Gorgon,Earth,Beast,15,1000K,20409,3,2,Western Beasts,319,111,11,514,170,21,Petrification,Inactivate all enemies; change their Attribute into Earth for 3 Rounds.,,,Power of the Woods,Earth Attack x 1.5
183,Medusa,Earth,Beast,70,2000K,991462,4,5,Western Beasts,653,228,24,1677,535,74,Petrification,Inactivate all enemies; change their Attribute into Earth for 3 Rounds.,,,Power of the Woods,Earth Attack x 1.5
184,Medusa the Dreaded,Earth,Beast,99,3000K,3000000,5,8,Western Beasts,1563,499,69,2681,865,115,Petrification,Inactivate all enemies; change their Attribute into Earth for 3 Rounds.,,,Anger of the Woods,Earth Attack x 2
185,Baby Griffin,Light,Beast,15,1000K,20409,3,2,Western Beasts,288,112,12,464,172,23,Defensive Stance - Light,Turn all Dark Runestones into Heart Runestones.,,,Power of the Light,Light Attack x 1.5
186,Griffin,Light,Beast,70,2000K,991462,4,5,Western Beasts,587,230,26,1510,540,81,Defensive Stance - Light,Turn all Dark Runestones into Heart Runestones.,,,Power of the Light,Light Attack x 1.5
187,King Griffin,Light,Beast,99,3000K,3000000,5,8,Western Beasts,1408,504,75,2416,874,126,Defensive Stance - Light,Turn all Dark Runestones into Heart Runestones.,,,Anger of the Light,Light Attack x 2
188,Sabbatic Goat,Dark,Beast,15,1000K,20409,3,2,Western Beasts,270,132,11,435,202,21,Offensive Stance - Dark,Turn all Heart Runestones into Dark Runestones.,,,Power of the Darkness,Dark Attack x 1.5
189,Baphomet,Dark,Beast,70,2000K,991462,4,5,Western Beasts,553,271,23,1420,638,73,Offensive Stance - Dark,Turn all Heart Runestones into Dark Runestones.,,,Power of the Darkness,Dark Attack x 1.5
190,Baphomet the Demonic Goat,Dark,Beast,99,3000K,3000000,5,8,Western Beasts,1324,595,68,2271,1033,114,Offensive Stance - Dark,Turn all Heart Runestones into Dark Runestones.,,,Anger of the Darkness,Dark Attack x 2
191,Poseidon,Water,God,50,3000K,750000,5,6,Greek Gods,676,427,92,1315,777,205,Water Trace,Water Damage dealt to enemies continues to increase until no Water Damage is dealt.,,,Propulsion of Water,"For every 4 Water Runestones dissolved, 1 Enchanted Water Runestone will be generated"
192,"Poseidon, God of the Sea",Water,God,99,4000K,4000000,6,12,Greek Gods,1290,816,175,2555,1508,398,Water Trace,Water Damage dealt to enemies continues to increase until no Water Damage is dealt.,,,Motion of Water,"For every 3 Water Runestones dissolved, 1 Enchanted Water Runestone will be generated"
193,Hephaestus,Fire,God,50,3000K,750000,5,6,Greek Gods,712,458,81,1384,831,181,Fire Trace,Fire Damage dealt to enemies continues to increase until no Fire Damage is dealt.,,,Propulsion of Fire,"For every 4 Fire Runestones dissolved, 1 Enchanted Fire Runestone will be generated"
194,"Hephaestus, God of Fire",Fire,God,99,4000K,4000000,6,12,Greek Gods,1358,872,155,2689,1612,353,Fire Trace,Fire Damage dealt to enemies continues to increase until no Fire Damage is dealt.,,,Motion of Fire,"For every 3 Fire Runestones dissolved, 1 Enchanted Fire Runestone will be generated"
195,Athena,Earth,God,50,3000K,750000,5,6,Greek Gods,783,393,86,1521,715,191,Earth Trace,Earth Damage dealt to enemies continues to increase until no Earth Damage is dealt.,,,Propulsion of Earth,"For every 4 Earth Runestones dissolved, 1 Enchanted Earth Runestone will be generated"
196,"Athena, Goddess of Wisdom",Earth,God,99,4000K,4000000,6,12,Greek Gods,1492,751,164,2955,1389,373,Earth Trace,Earth Damage dealt to enemies continues to increase until no Earth Damage is dealt.,,,Motion of Earth,"For every 3 Earth Runestones dissolved, 1 Enchanted Earth Runestone will be generated"
197,Apollo,Light,God,50,3000K,750000,5,6,Greek Gods,705,398,94,1370,723,210,Light Trace,Light Damage dealt to enemies continues to increase until no Light Damage is dealt.,,,Propulsion of Light,"For every 4 Light Runestones dissolved, 1 Enchanted Light Runestone will be generated"
198,"Apollo, God of the Sun",Light,God,99,4000K,4000000,6,12,Greek Gods,1344,759,180,2662,1403,409,Light Trace,Light Damage dealt to enemies continues to increase until no Light Damage is dealt.,,,Motion of Light,"For every 3 Light Runestones dissolved, 1 Enchanted Light Runestone will be generated"
199,Artemis,Dark,God,50,3000K,750000,5,6,Greek Gods,662,471,85,1287,854,189,Dark Trace,Dark Damage dealt to enemies continues to increase until no Dark Damage is dealt.,,,Propulsion of Darkness,"For every 4 Dark Runestones dissolved, 1 Enchanted Dark Runestone will be generated"
200,"Artemis, Goddess of the Moon",Dark,God,99,4000K,4000000,6,12,Greek Gods,1264,896,162,2503,1657,369,Dark Trace,Dark Damage dealt to enemies continues to increase until no Dark Damage is dealt.,,,Motion of Darkness,"For every 3 Dark Runestones dissolved, 1 Enchanted Dark Runestone will be generated"
201,Freyr,Water,God,50,3500K,875000,5,7,Norse Gods,837,397,102,1626,722,227,Rune Enchantment - Water,Turn all Water Runestones into Enchanted Water Runestones.,,,Anger of the Ocean,Water Attack x 2
202,"Freyr, Victorious Deity of the Sea",Water,God,99,4000K,4000000,6,13,Norse Gods,1596,758,194,3161,1402,442,Rune Enchantment - Water,Turn all Water Runestones into Enchanted Water Runestones.,,,Anger of the Ocean,Water Attack x 2
203,Tyr,Fire,God,50,3500K,875000,5,7,Norse Gods,881,425,90,1711,773,201,Rune Enchantment - Fire,Turn all Fire Runestones into Enchanted Fire Runestones.,,,Anger of the Flame,Fire Attack x 2
204,"Tyr, One-armed Deity of War",Fire,God,99,4000K,4000000,6,13,Norse Gods,1679,811,172,3326,1499,392,Rune Enchantment - Fire,Turn all Fire Runestones into Enchanted Fire Runestones.,,,Anger of the Flame,Fire Attack x 2
205,Freyja,Earth,God,50,3500K,875000,5,7,Norse Gods,968,366,95,1881,665,212,Rune Enchantment - Earth,Turn all Earth Runestones into Enchanted Earth Runestones.,,,Anger of the Woods,Earth Attack x 2
206,"Freyja, Fair Deity of Love",Earth,God,99,4000K,4000000,6,13,Norse Gods,1845,698,181,3655,1291,412,Rune Enchantment - Earth,Turn all Earth Runestones into Enchanted Earth Runestones.,,,Anger of the Woods,Earth Attack x 2
